	Unnamed: 0	sentiment	sentence
3042	3042	2	airtel guess what am switching to another networker mtn here i come 
3089	3089	2	evelynnakayi airtel mtn is so faster and cheap for every one and internet network is clear 
3160	3160	2	mtn successfully reverified my number in minutes good stuff 
3164	3164	2	mtn well done mtn 
3174	3174	2	the day i decide to try airtel internet is when i believe mtn internet is better 
3189	3189	2	mtn well played gaga of k but the app is down wow youre those people i would really want to see you but im busy 
3191	3191	2	mtn well done mtn on the upgrade of the offer to gb for the time i am happy with you ninjaz 
3205	3205	2	i knew airtel internet was a scam when a daily mb from mtn at k lasts as long as a days gb bundle from airtel at k with the same usage i can not be convinced otherwise 
3212	3212	2	thank you mtn i now have g at home in bunga kawuku well done clap heartbeat 
3219	3219	2	in uganda everything is possible when mtns g is better than airtels g network mtn airtel 
3246	3246	2	mtn best internet services in the country 
3262	3262	2	go for mtn that data never fails wink 
3324	3324	2	mtn thanks for your data its ever on 
3343	3343	2	have you tried mtn internet today and enjoyed it as much as i do what was your experience like cc tntliveug 
3367	3367	2	airtel yet mtn gaaga is jus k for gb and even faster than bullet 
3371	3371	2	you have the fastest internet amp best customer service worldwide mtn 
3391	3391	2	airtel fvck this g shit of yours just in kla butyour internet is soooo shitty thanx to mtn for saving the day always keep it up smart boys 
3455	3455	2	eugenegena airtel i feel your pain girl mbs of mtn take me the whole day airtel gb barely lasts hours customer care tells me my phone is updating 
3485	3485	2	mtn thanks for the feedback raisedhands actually the im now able to pay for the ott 
3492	3492	2	mtn thanks for the feedback 
3578	3578	2	mtn i cant thank you enough for this good internet connection 
3582	3582	2	airtel something is wrong with your data bundles they seem to get depleted faster than mtn even without use note that i blocked background data before performing my experiment 
3615	3615	2	mtn thanks for the mbs 
3623	3623	2	would you rather spend k on mtnugs gb monthly bundle and get bonus to stream matches or subscribe for pay tv 
3644	3644	2	ugaman mtn internet is the best its fast and reliable and lasts longer i have tried monthly packages for africell airtel and mtn and mtn was the best 
3772	3772	2	airtel my apologies but your network is bad my friend have tried to reach u so u can help me rectify it but all in vain and i tried mtn which proved to be better what else could i say just work on your thing and we will give u the stars you deserve 
3917	3917	2	umemeltd mtn thanks guys im now sorted 
3928	3928	2	been to many offices naye mtn head office reception is most unique the receptions are male grin and not young chaps gentle men who are likely above actually one looked to be above guess what these guys give better reception than those bu cute receptionists blush 
3948	3948	2	mtn you sent me mbs thank you more challenge 
3955	3955	2	donatngz mtn mtn is good 
3967	3967	2	all i can say is thank you mtn 
3971	3971	2	well received thank you mtn 
3974	3974	2	have had the greatest work experience at mtn that i will never forget and believe it will make me make wonders in ma life mtn 
3995	3995	2	mtn daily bundles getting up lift am luving this marketing strategy but thinking 
4015	14	2	yay have you heard swift social bundles are back imagine gb data at just k only on africellug salute my sis on this one sheilahgashumba heart 
4032	31	2	am not cheated by using africellug 
4035	34	2	its a wednesday and have no where to go so yuh ill be on my phone all day thanks to africellugs data i worry less about exhausting all my data hugs 
4038	37	2	shout out to africellug for stable speedy and cheap internet fire 
4039	38	2	africellug im still enjoying data mandancing 
4042	41	2	africellug meanwhile i recommend internet has been stable i for once played my fmobileracing game which id had issues playing before 
4048	47	2	sautitech africellug is the answer with the greatest customer care plus fair charges for calls then data which favor ugandans 
4054	53	2	africellug thwift bundleths are my favoritthes 
4055	54	2	faithbirungi africellug i used to use them trust me until recently when i realised that man i was being cheated dont be cheated is the real deal but they should keep the minutes we dont want them sweatsmile 
4058	57	2	africellug is now the official bae spoiling someones son with gb of data for only shs oba why dont other jajja networks copy joy 
4068	67	2	africellug make this the price for friday bundles but anyways thanks for this offer 
4070	69	2	africellug you are the real kings that day gb weekend bundles was fire collision why cant all days be a friday confounded 
4071	70	2	africellug ne tomorrow is eidwe are delighted to received a beatiful offer tomorrow blush thank you 
4072	71	2	hello africellug before i give out my k to mtn i would like to know if u can offer me the same data so that we can keep our relationship growing 
4074	73	2	africellug can you believe this i am still in the office anti i have much data from africellug dont be cheated 
4076	75	2	whiteheadcomm i started using vpn in kampala but by yesterday i was using swift bundle from africellug which is free from ott 
4116	115	2	new era as airtel uganda announces countrywide g connectivity 
4130	129	2	africell vs airtelug who is the king of fridays verdict airtel will still have a leading hand with its freaky friday bundles given its more stable countrywide network coverage and huge customer base via dignited 
4300	299	2	mtn please i have work to do these things of being off and on its annoying let me try airtelug 
4314	313	2	airtelug guys thanks so much 
4326	325	2	thanks airtelug and congratulations to me joy forever committed to my network 
4333	332	2	after kampala jinja amp mbale lira public library is now also connected to free airtelug internet hoping to see this extended to other towns 
4455	454	2	paulatwine anti mtn network clear 
4526	525	2	mtn thank you very much 
4539	538	2	miksaac mtn thats my best part satisfied 
4581	4005	2	but anyway mtn thanks for the mbs and minutes freewhich u give me when i use momo 
4584	4008	2	best network in uganda clearest voice calls and fast internet mtn 
4594	4018	2	mtn always reliable for better internet connections mobile money and network clap 
49	49	2	ehhh africel this is a good deal 
67	67	2	africell actually it does support n it looks like the network change is automatic so i cnt change 
96	96	2	the other deal is this onemb for only ugx for an entire week and are you seeing the ott salad on the side youre welcome africell is like the best friend who never leaves satisfied 
98	98	2	africell i has started working now thanks for the service though 
99	99	2	longlive africell crown 
108	108	2	africell you have made me dump my vpn with the new monthly swift bundle good stuff obugalo 
206	206	2	airtel am sorry but just switched to africell 
209	209	2	airtel nabikoowa when i get disturbed i switch network africell is the real g is this thing 
211	211	2	cssendiwala africell they can do a lot of things better but the latter assertion is incorrect i have been accessing africell g from kireka for the past or years 
212	212	2	cssendiwala africell its better than fake airtel network which cant even download simple whatsapp images 
215	215	2	africell deserves a mention and trust meam deep in a village thanks for that speed 
219	219	2	ngobipeter africell finally heres that africell swift internet balance after days reliable thumbsup 
221	221	2	if you are looking for the best internet connection in luwero it has to be africell am tweeting blogging and sharing using africell data and big up 
225	225	2	easter monday magicfmug hrs studio line someone asked me youre online often okikola otya my response africell powers my internet time 
226	226	2	easter monday hrs studio line someone asked me youre online often okikola otya my response africell powers my internet time 
296	296	2	africell ritahntaori africell network is better than airtel the problem comes in during data consumption sob africell can chew data like nothing 
320	320	2	africell mehn oh mehn am never gon na leave this network blush 
382	382	2	africell you make my day hearteyes 
389	389	2	who is now cheating us africell thank you for opening our eyes 
390	390	2	victoryo africell thank you 
400	400	2	africell indeed uefa europa finals sorted via youtube thanks africell 
406	406	2	i had never ever appreciated africellugs minutes until today when i got a call from my daughter only to sing for me baby jesus i love you at that moment couldnt believe this soft innocent voice wow sob of joy she ended the call like bye daddy mwaa 
428	428	2	thank u africell for responding to my worry last week and increasing time to four days for this reason i have bought myself two bundles of 
435	435	2	africell thank you so much africell kissingheart hearts we are so happy to be a part of this dancer 
436	436	2	thank you africell 
437	437	2	thank you africell heart 
439	439	2	africell the best network ever 
443	443	2	cross over to africell and data issues will be history 
451	451	2	this kind of g pensive airtel please g was better btw how much is an africell line 
453	453	2	africell g internet i have allowed blissful hours of my phonesurfing time indeed 
457	457	2	enywaru go on youtube and instagram unless your line is africell awo the bundles will not get finished in time coz their bundles last blush 
466	466	2	ssmusoke airtel sad africell has not disappointed me in a long time 
469	469	2	africell you guys are life savers grazie mille raggazi 
472	472	2	africell thanks for social bundles with ott at cheap price for every ugandan now can access social life now 
475	475	2	when you hear people complaining about data that doesnt last but africell always got you 
476	476	2	mtn i was receiving mbs at only shs on mtn yange but now it has abnormally increased by to shs should we run to africel with my team until you people organize your system thinking 
501	501	2	africell is the real deal muscle 
508	508	2	kanachris africell but this is thank you very much 
523	523	2	africell best forever 
526	526	2	i dont know how i should reward you africell placeofworship thank you for those bonus im a happy client hugs i dont regret trashing my airtel line 
531	531	2	hotniqqha after using all networks in uganda i concluded that africell is the only honest network for now 
549	549	2	africell wednesdays mash me up sob with just my ka k i can get all these mbs and in my happy moods i can also buy someone else a bundle damn pass me a comfortable seat amp my charger please 
550	550	2	the incredible ping test results for africell internet on my wifi the latency is just ms my goodness ive never seen anything like this ever since i started using internet am so grateful to africell for being the only internet service provider with reliable internet 
552	552	2	i issued a notice at my workplace for free wifi every wednesday supported by africell you have been the best 
558	558	2	my weekend already started and got better thanks to africell for only you get gb valid for days what are you waiting for 
628	628	2	airtel announces full g lte coverage across the country 
630	630	2	airtel has announced a major milestone in launching countrywide glte coverage in the country this morning airtel uganda subscribers will get to enjoy highspeed internet regardless of their location 
660	660	2	nice advert airtel g network is finally a reality for all ugandans as a film maker i appreciate the art displayed 
668	668	2	if you arent on airtel then you are on some fake network and will experience disappointments 
669	669	2	airtel and in my area de network is g all de time hhhmm 
677	677	2	airtel thanks airtel for the extensive coverage 
680	680	2	with a predictable regulatory environment the possibilities are enormous talk about fastmobile webaccessip telephony gaming serviceshighdefinitionmobile tvvideo conferencing andd television sounds like progress congratulations airtel upon this milestone 
682	682	2	airtel this is awesome 
694	694	2	airtel kudos airtel ug wow very good content over here clap 
768	768	2	hey we busy doing what we do best showing people the beauty of uganda starting with kidepo valley national park airtel internet is well connected through the true african wilderness 
773	773	2	airtel is covering the country with g 
794	794	2	airtel thanks airtel my wish it could be affordable for the locals looking forward for g now 
860	860	2	africell thats why airtel is sightly better theirs lasts for days as they say thanks airtel 
888	888	2	if your job requires you to be online and you have plans of travelling uganda just get yourself an airtel line its the most reliable network trust me i found out the hard way any who make plans to its beautiful out there camera mudoeve 
946	946	2	airtel things are getting better slowly by slowly 
1004	1004	2	airtel thank you very much 
1053	1053	2	airtel our new network so fast 
1186	1186	2	in the village but this airtel g network is just wow thanks to the 
1214	1214	2	digitaldidan oke lets not discredit airtel has a nice internet may be you are still on gb 
1285	1285	2	dfcugroup airtel thank you 
1451	1451	2	in the past we used to meander around in our village for network to make voice calls apparently i can surf and make voice calls right from the sitting room on gi dont know whom to attribute this success too airtel or samsungmobile everything is superb well done all 
1554	1554	2	airtel awesome thanks that is what i was looking for 
1564	1564	2	what the hell is this mtn if the app is obsolete unload it asap off to airtel 
1566	1566	2	airtel thank you very much 
1619	1619	2	imagine a world without airtel bundles 
1821	1821	2	airtel the rates of airtel becoming more affordable 
1897	1897	2	airtel mdairtelug my last time i posted about airtel service i was too bitter coz of the power network around mukono kaviri today i can confirm that the issue has been fully worked on and the network is so clear you can call and use internet with ease thanks to airtel 
1982	1982	2	loads mtn mb data bundle opens whatsapp and minutes later data bundle at goes to airtel and loads mb data bundle opens whatsapp and hrs minutes later data balance mb kati i think its time to switch things up 
1983	1983	2	hello june thank you airtel for this offer joy 
2051	2051	2	airtel falling in love with g lte super fast airtel internet and thats how my heroes day found me browsing through the weekend i need more of this lol 
2098	2098	2	lynettea airtel internet is the best ever in ug 
2104	2104	2	am sorry mtn i moved on to airtel already rofl 
2118	2118	2	i have been using airtel internet for a while and i can confirm that with the gb i loadit really lasts a good time blush 
2141	2141	2	kybediderek please be advised that you are charged per minute when using voice bundles and per second when using normal airtime to call on net numbers thank you for choosing airtel 
2152	2152	2	airtel keep it up i wouldnt be able to enjoy dstv now on mobile bobbyplex is open for business 
2175	2175	2	mtn whats wrong connecting to vpn using your network takes forever but airtel is chap what aint you doing right dont advise me about paying ott because i wont 
2245	2245	2	airtel sending requests to all my friends to inform them about how airtel is good because you can send money at allow cost and they are chep s with data and they g network is everywhere even in the village 
2246	2246	2	pyeparfaisal airtel faster network 
2248	2248	2	pyeparfaisal airtel good network 
2301	2301	2	airtel issue resolved thanks 
2304	2304	2	airtel amen we appreciate for your services airtel 
2320	2320	2	airtel you are so awesome free wifi in public lib from today please also come and build a city clock or a monument in lira today i officially switch to airtel 
2354	2354	2	airtel announced a tariff reduction in its calling rates across all networks the rates have been reduced from a flat rate of ush per second to ush per second for clients calling to other networks or airtel to airtel 
2444	2444	2	dear airtel thank you for solving the network problem in bunamwaya 
2449	2449	2	airtel thanks so much for the alert message airtel airtel 
2458	2458	2	how does some live without an airtel line dont you feel suffocated unamused airtel employ me already joy 
2463	2463	2	airtel me i use to enjoy my shilling per second in my lovely number airtel is the best 
2501	2501	2	as i went through that corner boom airtel shoot to g grinning akasingye 
2560	2560	2	lifeofdeean airtel but they provide better internet services than mtn guys are total thugs man 
2599	2599	2	confession today is my first time to use airtel internet its indeed a smart phone network i regret sticking to a certain everywhere you go for my entire life i lived only death will do us apart with airtel network 
2656	2656	2	you know why i keep online all day hahaha just join now and enjoy mtn 
2678	2678	2	mtn gaga gb at ugx okay now i got to download ralph breaks the internet since its now available in hd via torrents sunglasses 
2772	2772	2	thank you mtn hugs 
2797	2797	2	umemeltd mtn the issue was solved thank you 
2799	2799	2	mtn you will always remain the best 
2801	2801	2	edwinejnr edwin mtn is my father mother son friend and my provider always i had my first smartphone from mtn 
2803	2803	2	mtn thanks mtngreat job 
2805	2805	2	mtn thank you mtn satisfied 
2808	2808	2	i dont know what uganda did to deserve services as good and efficient as mtnugs you guys are the best thank you 
2811	2811	2	mtn thank you so much 
2812	2812	2	mtn thank you so much 
2816	2816	2	ksheebah rocking kabale people mtn thanks for fulfilling the promise it was fire 
2827	2827	2	hello mtn i thank because even if my bundle has expired i cant still use safeboda app without data because of that am never late for work and lectures 
2830	2830	2	mtn do better thanks 
2832	2832	2	georginanaluzze mtn well done amp keep winning maam clap 
2840	2840	2	mtn is the big deal g u l u 
2852	2852	2	thanks to mtn has helped us keep in touch with our clients at an affordable cost thanks to safeboda for the percentage discount that comes with credit deliveries have never been easier 
2854	2854	2	mtn wow am so happy for this offer thank u mtn 
2909	2909	2	atimcharlotte mtn in places like abim internet is fast due to the few number of users compared to kampala which has a lot of users this causes network traffic 
2995	2995	2	kohiiga mtn thank you hearteyes 
2999	2999	2	dear mtn thanks for being a good service provider but please lets go slow on this i know u cant wait to munch my ka airtime allow me take my time please thank you 
3008	3008	2	salongo mtn thank you hearteyes 
3011	3011	2	digitaldidan come to mtn thank me later 
3014	3014	2	mssekalema mtn aww thank you pray 
3042	3042	2	airtel guess what am switching to another networker mtn here i come 
3089	3089	2	evelynnakayi airtel mtn is so faster and cheap for every one and internet network is clear 
3160	3160	2	mtn successfully reverified my number in minutes good stuff 
3164	3164	2	mtn well done mtn 
3174	3174	2	the day i decide to try airtel internet is when i believe mtn internet is better 
3189	3189	2	mtn well played gaga of k but the app is down wow youre those people i would really want to see you but im busy 
3191	3191	2	mtn well done mtn on the upgrade of the offer to gb for the time i am happy with you ninjaz 
3205	3205	2	i knew airtel internet was a scam when a daily mb from mtn at k lasts as long as a days gb bundle from airtel at k with the same usage i can not be convinced otherwise 
3212	3212	2	thank you mtn i now have g at home in bunga kawuku well done clap heartbeat 
3219	3219	2	in uganda everything is possible when mtns g is better than airtels g network mtn airtel 
3246	3246	2	mtn best internet services in the country 
3262	3262	2	go for mtn that data never fails wink 
3324	3324	2	mtn thanks for your data its ever on 
3343	3343	2	have you tried mtn internet today and enjoyed it as much as i do what was your experience like cc tntliveug 
3367	3367	2	airtel yet mtn gaaga is jus k for gb and even faster than bullet 
3371	3371	2	you have the fastest internet amp best customer service worldwide mtn 
3391	3391	2	airtel fvck this g shit of yours just in kla butyour internet is soooo shitty thanx to mtn for saving the day always keep it up smart boys 
3455	3455	2	eugenegena airtel i feel your pain girl mbs of mtn take me the whole day airtel gb barely lasts hours customer care tells me my phone is updating 
3485	3485	2	mtn thanks for the feedback raisedhands actually the im now able to pay for the ott 
3492	3492	2	mtn thanks for the feedback 
3578	3578	2	mtn i cant thank you enough for this good internet connection 
3582	3582	2	airtel something is wrong with your data bundles they seem to get depleted faster than mtn even without use note that i blocked background data before performing my experiment 
3615	3615	2	mtn thanks for the mbs 
3623	3623	2	would you rather spend k on mtnugs gb monthly bundle and get bonus to stream matches or subscribe for pay tv 
3644	3644	2	ugaman mtn internet is the best its fast and reliable and lasts longer i have tried monthly packages for africell airtel and mtn and mtn was the best 
3772	3772	2	airtel my apologies but your network is bad my friend have tried to reach u so u can help me rectify it but all in vain and i tried mtn which proved to be better what else could i say just work on your thing and we will give u the stars you deserve 
3917	3917	2	umemeltd mtn thanks guys im now sorted 
3928	3928	2	been to many offices naye mtn head office reception is most unique the receptions are male grin and not young chaps gentle men who are likely above actually one looked to be above guess what these guys give better reception than those bu cute receptionists blush 
3948	3948	2	mtn you sent me mbs thank you more challenge 
3955	3955	2	donatngz mtn mtn is good 
3967	3967	2	all i can say is thank you mtn 
3971	3971	2	well received thank you mtn 
3974	3974	2	have had the greatest work experience at mtn that i will never forget and believe it will make me make wonders in ma life mtn 
3995	3995	2	mtn daily bundles getting up lift am luving this marketing strategy but thinking 
4015	14	2	yay have you heard swift social bundles are back imagine gb data at just k only on africellug salute my sis on this one sheilahgashumba heart 
4032	31	2	am not cheated by using africellug 
4035	34	2	its a wednesday and have no where to go so yuh ill be on my phone all day thanks to africellugs data i worry less about exhausting all my data hugs 
4038	37	2	shout out to africellug for stable speedy and cheap internet fire 
4039	38	2	africellug im still enjoying data mandancing 
4042	41	2	africellug meanwhile i recommend internet has been stable i for once played my fmobileracing game which id had issues playing before 
4048	47	2	sautitech africellug is the answer with the greatest customer care plus fair charges for calls then data which favor ugandans 
4054	53	2	africellug thwift bundleths are my favoritthes 
4055	54	2	faithbirungi africellug i used to use them trust me until recently when i realised that man i was being cheated dont be cheated is the real deal but they should keep the minutes we dont want them sweatsmile 
4058	57	2	africellug is now the official bae spoiling someones son with gb of data for only shs oba why dont other jajja networks copy joy 
4068	67	2	africellug make this the price for friday bundles but anyways thanks for this offer 
4070	69	2	africellug you are the real kings that day gb weekend bundles was fire collision why cant all days be a friday confounded 
4071	70	2	africellug ne tomorrow is eidwe are delighted to received a beatiful offer tomorrow blush thank you 
4072	71	2	hello africellug before i give out my k to mtn i would like to know if u can offer me the same data so that we can keep our relationship growing 
4074	73	2	africellug can you believe this i am still in the office anti i have much data from africellug dont be cheated 
4076	75	2	whiteheadcomm i started using vpn in kampala but by yesterday i was using swift bundle from africellug which is free from ott 
4116	115	2	new era as airtel uganda announces countrywide g connectivity 
4130	129	2	africell vs airtelug who is the king of fridays verdict airtel will still have a leading hand with its freaky friday bundles given its more stable countrywide network coverage and huge customer base via dignited 
4300	299	2	mtn please i have work to do these things of being off and on its annoying let me try airtelug 
4314	313	2	airtelug guys thanks so much 
4326	325	2	thanks airtelug and congratulations to me joy forever committed to my network 
4333	332	2	after kampala jinja amp mbale lira public library is now also connected to free airtelug internet hoping to see this extended to other towns 
4455	454	2	paulatwine anti mtn network clear 
4526	525	2	mtn thank you very much 
4539	538	2	miksaac mtn thats my best part satisfied 
4581	4005	2	but anyway mtn thanks for the mbs and minutes freewhich u give me when i use momo 
4584	4008	2	best network in uganda clearest voice calls and fast internet mtn 
4594	4018	2	mtn always reliable for better internet connections mobile money and network clap 
49	49	2	ehhh africel this is a good deal 
67	67	2	africell actually it does support n it looks like the network change is automatic so i cnt change 
96	96	2	the other deal is this onemb for only ugx for an entire week and are you seeing the ott salad on the side youre welcome africell is like the best friend who never leaves satisfied 
98	98	2	africell i has started working now thanks for the service though 
99	99	2	longlive africell crown 
108	108	2	africell you have made me dump my vpn with the new monthly swift bundle good stuff obugalo 
206	206	2	airtel am sorry but just switched to africell 
209	209	2	airtel nabikoowa when i get disturbed i switch network africell is the real g is this thing 
211	211	2	cssendiwala africell they can do a lot of things better but the latter assertion is incorrect i have been accessing africell g from kireka for the past or years 
212	212	2	cssendiwala africell its better than fake airtel network which cant even download simple whatsapp images 
215	215	2	africell deserves a mention and trust meam deep in a village thanks for that speed 
219	219	2	ngobipeter africell finally heres that africell swift internet balance after days reliable thumbsup 
221	221	2	if you are looking for the best internet connection in luwero it has to be africell am tweeting blogging and sharing using africell data and big up 
225	225	2	easter monday magicfmug hrs studio line someone asked me youre online often okikola otya my response africell powers my internet time 
226	226	2	easter monday hrs studio line someone asked me youre online often okikola otya my response africell powers my internet time 
296	296	2	africell ritahntaori africell network is better than airtel the problem comes in during data consumption sob africell can chew data like nothing 
320	320	2	africell mehn oh mehn am never gon na leave this network blush 
382	382	2	africell you make my day hearteyes 
389	389	2	who is now cheating us africell thank you for opening our eyes 
390	390	2	victoryo africell thank you 
400	400	2	africell indeed uefa europa finals sorted via youtube thanks africell 
406	406	2	i had never ever appreciated africellugs minutes until today when i got a call from my daughter only to sing for me baby jesus i love you at that moment couldnt believe this soft innocent voice wow sob of joy she ended the call like bye daddy mwaa 
428	428	2	thank u africell for responding to my worry last week and increasing time to four days for this reason i have bought myself two bundles of 
435	435	2	africell thank you so much africell kissingheart hearts we are so happy to be a part of this dancer 
436	436	2	thank you africell 
437	437	2	thank you africell heart 
439	439	2	africell the best network ever 
443	443	2	cross over to africell and data issues will be history 
451	451	2	this kind of g pensive airtel please g was better btw how much is an africell line 
453	453	2	africell g internet i have allowed blissful hours of my phonesurfing time indeed 
457	457	2	enywaru go on youtube and instagram unless your line is africell awo the bundles will not get finished in time coz their bundles last blush 
466	466	2	ssmusoke airtel sad africell has not disappointed me in a long time 
469	469	2	africell you guys are life savers grazie mille raggazi 
472	472	2	africell thanks for social bundles with ott at cheap price for every ugandan now can access social life now 
475	475	2	when you hear people complaining about data that doesnt last but africell always got you 
476	476	2	mtn i was receiving mbs at only shs on mtn yange but now it has abnormally increased by to shs should we run to africel with my team until you people organize your system thinking 
501	501	2	africell is the real deal muscle 
508	508	2	kanachris africell but this is thank you very much 
523	523	2	africell best forever 
526	526	2	i dont know how i should reward you africell placeofworship thank you for those bonus im a happy client hugs i dont regret trashing my airtel line 
531	531	2	hotniqqha after using all networks in uganda i concluded that africell is the only honest network for now 
549	549	2	africell wednesdays mash me up sob with just my ka k i can get all these mbs and in my happy moods i can also buy someone else a bundle damn pass me a comfortable seat amp my charger please 
550	550	2	the incredible ping test results for africell internet on my wifi the latency is just ms my goodness ive never seen anything like this ever since i started using internet am so grateful to africell for being the only internet service provider with reliable internet 
552	552	2	i issued a notice at my workplace for free wifi every wednesday supported by africell you have been the best 
558	558	2	my weekend already started and got better thanks to africell for only you get gb valid for days what are you waiting for 
628	628	2	airtel announces full g lte coverage across the country 
630	630	2	airtel has announced a major milestone in launching countrywide glte coverage in the country this morning airtel uganda subscribers will get to enjoy highspeed internet regardless of their location 
660	660	2	nice advert airtel g network is finally a reality for all ugandans as a film maker i appreciate the art displayed 
668	668	2	if you arent on airtel then you are on some fake network and will experience disappointments 
669	669	2	airtel and in my area de network is g all de time hhhmm 
677	677	2	airtel thanks airtel for the extensive coverage 
680	680	2	with a predictable regulatory environment the possibilities are enormous talk about fastmobile webaccessip telephony gaming serviceshighdefinitionmobile tvvideo conferencing andd television sounds like progress congratulations airtel upon this milestone 
682	682	2	airtel this is awesome 
694	694	2	airtel kudos airtel ug wow very good content over here clap 
768	768	2	hey we busy doing what we do best showing people the beauty of uganda starting with kidepo valley national park airtel internet is well connected through the true african wilderness 
773	773	2	airtel is covering the country with g 
794	794	2	airtel thanks airtel my wish it could be affordable for the locals looking forward for g now 
860	860	2	africell thats why airtel is sightly better theirs lasts for days as they say thanks airtel 
888	888	2	if your job requires you to be online and you have plans of travelling uganda just get yourself an airtel line its the most reliable network trust me i found out the hard way any who make plans to its beautiful out there camera mudoeve 
946	946	2	airtel things are getting better slowly by slowly 
1004	1004	2	airtel thank you very much 
1053	1053	2	airtel our new network so fast 
1186	1186	2	in the village but this airtel g network is just wow thanks to the 
1214	1214	2	digitaldidan oke lets not discredit airtel has a nice internet may be you are still on gb 
1285	1285	2	dfcugroup airtel thank you 
1451	1451	2	in the past we used to meander around in our village for network to make voice calls apparently i can surf and make voice calls right from the sitting room on gi dont know whom to attribute this success too airtel or samsungmobile everything is superb well done all 
1554	1554	2	airtel awesome thanks that is what i was looking for 
1564	1564	2	what the hell is this mtn if the app is obsolete unload it asap off to airtel 
1566	1566	2	airtel thank you very much 
1619	1619	2	imagine a world without airtel bundles 
1821	1821	2	airtel the rates of airtel becoming more affordable 
1897	1897	2	airtel mdairtelug my last time i posted about airtel service i was too bitter coz of the power network around mukono kaviri today i can confirm that the issue has been fully worked on and the network is so clear you can call and use internet with ease thanks to airtel 
1982	1982	2	loads mtn mb data bundle opens whatsapp and minutes later data bundle at goes to airtel and loads mb data bundle opens whatsapp and hrs minutes later data balance mb kati i think its time to switch things up 
1983	1983	2	hello june thank you airtel for this offer joy 
2051	2051	2	airtel falling in love with g lte super fast airtel internet and thats how my heroes day found me browsing through the weekend i need more of this lol 
2098	2098	2	lynettea airtel internet is the best ever in ug 
2104	2104	2	am sorry mtn i moved on to airtel already rofl 
2118	2118	2	i have been using airtel internet for a while and i can confirm that with the gb i loadit really lasts a good time blush 
2141	2141	2	kybediderek please be advised that you are charged per minute when using voice bundles and per second when using normal airtime to call on net numbers thank you for choosing airtel 
2152	2152	2	airtel keep it up i wouldnt be able to enjoy dstv now on mobile bobbyplex is open for business 
2175	2175	2	mtn whats wrong connecting to vpn using your network takes forever but airtel is chap what aint you doing right dont advise me about paying ott because i wont 
2245	2245	2	airtel sending requests to all my friends to inform them about how airtel is good because you can send money at allow cost and they are chep s with data and they g network is everywhere even in the village 
2246	2246	2	pyeparfaisal airtel faster network 
2248	2248	2	pyeparfaisal airtel good network 
2301	2301	2	airtel issue resolved thanks 
2304	2304	2	airtel amen we appreciate for your services airtel 
2320	2320	2	airtel you are so awesome free wifi in public lib from today please also come and build a city clock or a monument in lira today i officially switch to airtel 
2354	2354	2	airtel announced a tariff reduction in its calling rates across all networks the rates have been reduced from a flat rate of ush per second to ush per second for clients calling to other networks or airtel to airtel 
2444	2444	2	dear airtel thank you for solving the network problem in bunamwaya 
2449	2449	2	airtel thanks so much for the alert message airtel airtel 
2458	2458	2	how does some live without an airtel line dont you feel suffocated unamused airtel employ me already joy 
2463	2463	2	airtel me i use to enjoy my shilling per second in my lovely number airtel is the best 
2501	2501	2	as i went through that corner boom airtel shoot to g grinning akasingye 
2560	2560	2	lifeofdeean airtel but they provide better internet services than mtn guys are total thugs man 
2599	2599	2	confession today is my first time to use airtel internet its indeed a smart phone network i regret sticking to a certain everywhere you go for my entire life i lived only death will do us apart with airtel network 
2656	2656	2	you know why i keep online all day hahaha just join now and enjoy mtn 
2678	2678	2	mtn gaga gb at ugx okay now i got to download ralph breaks the internet since its now available in hd via torrents sunglasses 
2772	2772	2	thank you mtn hugs 
2797	2797	2	umemeltd mtn the issue was solved thank you 
2799	2799	2	mtn you will always remain the best 
2801	2801	2	edwinejnr edwin mtn is my father mother son friend and my provider always i had my first smartphone from mtn 
2803	2803	2	mtn thanks mtngreat job 
2805	2805	2	mtn thank you mtn satisfied 
2808	2808	2	i dont know what uganda did to deserve services as good and efficient as mtnugs you guys are the best thank you 
2811	2811	2	mtn thank you so much 
2812	2812	2	mtn thank you so much 
2816	2816	2	ksheebah rocking kabale people mtn thanks for fulfilling the promise it was fire 
2827	2827	2	hello mtn i thank because even if my bundle has expired i cant still use safeboda app without data because of that am never late for work and lectures 
2830	2830	2	mtn do better thanks 
2832	2832	2	georginanaluzze mtn well done amp keep winning maam clap 
2840	2840	2	mtn is the big deal g u l u 
2852	2852	2	thanks to mtn has helped us keep in touch with our clients at an affordable cost thanks to safeboda for the percentage discount that comes with credit deliveries have never been easier 
2854	2854	2	mtn wow am so happy for this offer thank u mtn 
2909	2909	2	atimcharlotte mtn in places like abim internet is fast due to the few number of users compared to kampala which has a lot of users this causes network traffic 
2995	2995	2	kohiiga mtn thank you hearteyes 
2999	2999	2	dear mtn thanks for being a good service provider but please lets go slow on this i know u cant wait to munch my ka airtime allow me take my time please thank you 
3008	3008	2	salongo mtn thank you hearteyes 
3011	3011	2	digitaldidan come to mtn thank me later 
3014	3014	2	mssekalema mtn aww thank you pray 
3042	3042	2	airtel guess what am switching to another networker mtn here i come 
3089	3089	2	evelynnakayi airtel mtn is so faster and cheap for every one and internet network is clear 
3160	3160	2	mtn successfully reverified my number in minutes good stuff 
3164	3164	2	mtn well done mtn 
3174	3174	2	the day i decide to try airtel internet is when i believe mtn internet is better 
