id	sentence	label
1128764077742985216	biggest airtel scum of they year was gbs for upgrading to g network 	None
1128792717725716480	airtel ur internet is like dis lady useless 	Negative
1128868577963118592	stoneatwine they keep making the costs worse recently airtel increased the cost of transferring money from mobile to bank account the prices are just craaaazy someone needs to find a cheap solution of how banks can work with fintechs without the mobile money involved 	None
1128889538443710464	now that my simcard is blocked can airtel allow me withdraw all my money from mm 	None
1128898647410786305	airtel internet is a big joke these days pout 	Negative
1128906389533933568	this airtel is over rated and a huge hoax sweat sleepy sob 	None
1128907734391369728	so it takes mtn customer service hrs to figure out why money sent from mtn to airtel hasnt been received 	None
1128909913466519552	airtel dear airtel management please inculcate some manners of customer care in your staff especially at forest mall there is one particular slim lady by the names of cissy kindly teach her customer care skills we expect better services when we come for any services 	None
1128910772963356673	airtel naye kiki i can not even load a status on whatsapp kyoka am literally in the middle of kampala 	Negative
1128911891835887616	hey airtel the number you just blocked had wewole of ugx thanks so much for this i promise it will never be on again 	None
1128911978913849344	so it takes mtn customer service hrs to figure out why money sent from mtn to airtel hasnt been receivedsent successfully but deducting money takes u just second pout 	None
1128912256249544705	airtel my number cant make calls but can receive yet its verified cant even call customer carewhats going on 	None
1128917041010892800	airtel your network is the worst thought it will be better if i upgrade to g but 	None
1128917108321148928	airtel so you have switched off my number i can not even call customer care or remove my mobile money do i leave you with your number and my money or do i have the opportunity to go through your capricious reverification process 	None
1128921986678308864	airtel your app is giving me the below error i can not send money using because on the last step after enter pin it gives me an error of invalid credential nd pic my password is okay because i used to check the account balance to confirm i had enough money 	None
1128922366816526336	favoredogwal airtel they blocked my outgoing calls man 	None
1128941303977451520	airtel good offer but problem it is slow 	None
1128945654242435072	airtel are you gon na act serious for once and give us good network 	None
1128950722442211329	dear airtel and mtn you are slowly driving me into acute depression 	None
1128956712013189121	please airtel u said u will block my line on th may also stop sending your stupid mesaages to me nd i wont pay back the debts on that number mujijeko mangu nze nakoowa da 	None
1128964698685288449	airtel so i did comply with the verification process fully why then is my number blocked because of non compliance 	None
1128983443600236544	airtel i switched my sim card to g but no gb data offer for me how deceitful 	Negative
1128990701344182272	airtel my number is blocked from making calls yet registration status shows verified is this because i want my data back 	None
1129069911035260928	airtel is there a problem with your g network its kinda horrible 	None
1129251625137262592	god bless youam out of this museveni thieves airtel and mtn 	None
1129253817579655169	airtel this isnt true its gb at k for hrs and gb at k for days 	Negative
1129257563978121216	airtel cant you have a ticket system like other organized establments at your service centers to avoid the too much confusion and disorganization in the so called ineffective ques what does stuff like kyc or msisdn mean how do i know im not joining a secret cult 	None
1129277877399248897	airtel so your going to do nothing about the agents taking money from us i know people who have given up coz of these incompetent workers well you have a big market and you dont care about a few customers who leave the network 	None
1129281438057160704	smart telecom may have exited the ugandan market through the front door but i can guarantee you that it came back through the window its the sleeping giant in airtel internet this g internet is slower than a first generation computer 	Negative
1129285826104446976	airtel why is mobile internet on amp off its been three days now 	Negative
1129352016734629888	i wish we could get networks like airtel the way these guys made my week clap for them raisedhands raisinghand twowomenholdinghands twomenholdinghands clap 	None
1129400000310665226	airtel so u block my line i walk to your jinja road service centre the disorganization shall be for another day but its days later and still the same later tell me tbis number has been blocked 	None
1129423493618126860	airtel i have verified my number over times ever since you started exercise have been a very loyal customer who has never complained about you robbing me of my data so this is what am going to do am sitting back until monday if i am not back on air am suing you pout 	None
1129443667708698624	airtel so you blocked my line which i just revalidated a week after verification with id and everything i need some quick answers and no im not going back to your service center 	None
1129444018729959425	airtel meanwhile you blocked my line and my people are panicking do you need a blood sacrifice before you guys can stop taking us for a ride 	None
1129450400514494464	airtel gb only that cant download wwe and last episode angry confused unamused 	Negative
1129455435604471810	airtel why is my number out of service right now yet it was verified 	None
1129456966395416576	airtel why cant i make and receive calls yet i verified my number 	None
1129460064002158592	airtel i went today to airtel strictly for g upgrade which i did but am stil receiving that msg of upgrading what is happening 	None
1129462274408767488	airtel please rectify errors with your system you cant activate things unauthorized on peoples phones and have people who arent helpful on your customer care line thats my case no c please rectify it 	None
1129470053672542208	airtel on th april i purchased voice bundles using mobile money well until today when i call customer care they give me hours not the bundles kidandaire help e out here 	None
1129472189865054208	airtel whats wrong with you why cant i make calls or even access my data on my line you are telling me im unable to make calls even when i try the call center yet a few days ago u reverified my line i wish i could sue u for making me losses 	Negative
1129499324302397442	irenentale africell hahaha use airtel g cos there is network n the whole town 	Positive
1129512352485974016	airtel jst kne ryt now ur in ma hrt i went to jinja wz ma airtel g ma network wz freaking nyc n i wz enjoying da whole day keep it up 	None
1129560977438121984	airtel i verified my no and now today he cant make calls all it says pliz note that u cant complete this call pliz airtel whats the problem 	None
1129580837282996226	airtel i woke up to make call then got this dear customer please note that your not able to complete this call they didnt even tell me y or wat to do next my phone no was reverified but cant make calls browse or access any airtel menu 	None
1129602762688389120	airtel my line is not yet back despite assurances are you chasing us away to another network or what 	None
1129614617322414081	airtel you send me a message that my number was validated and then you switch it off 	None
1129617944248504322	airtel i forwarded the line in the night nothing has been upto now 	None
1129621053108621314	airtel also get your house in orderi purchased freaky friday bt barely hours and data is over ddnt even receive that of your 	None
1129622618284417025	the network at the service station is also off airtel whats going onnnnn 	Negative
1129622895167254528	these guys of airtel dont care about how much weve lost as a result of their stupid disconnections 	Negative
1129624028640174080	airtel why have you disconnected my line 	Negative
1129627408670306304	airtel why cant i make calls 	None
1129634335752110081	airtel at st it was g indeed but nowit went back to g 	None
1129637901543923713	airtel fuckg airtel youre fake 	None
1129640581511229440	airtel morning support i am unabke to make calls on my number yet i verified my number what is the problem 	None
1129642130257977344	airtel am unable to access any airtel services and yet my number was verified 	None
1129646339741011973	emmanuellwan airtel joy did you get disconnected because i was and i didnt ask for it how many times do we have to verify this year in order not to be denied services we paid for 	None
1129647246973329408	airtel my number was verified i wole this morning only not accessing any services 	None
1129648235105140736	airtel plz work on network in bukoto some time no network 	Negative
1129659469712044032	airtel mbwa mwe i reverified my line a week back kati mugigyeko i have called you mbu it will be back on in hours ndya wamwe ate refund my k for freaky friday tumbavu 	None
1129666144984588288	airtel just woke up this morning and my calls are barred my line seems to be blocked yet i reverified it wtf is going on in this country 	None
1129666533515563008	airtel i need to use my sim card please how many times do you want me to verify 	None
1129671870616428544	airtel why are you knocking off numbers that you have confirmed is registered 	None
1129673049224208384	airtel any particular reason why i have been knocked off the network after i sorted the nin registration issue 	None
1129674402642235392	simonsayzdgtl airtel airtel is kinda on en off 	Negative
1129675123517251584	khadijjahs airtel they have finally worked on my line 	None
1129676617486405633	airtel what happened to your internet ive never seen g lte network operating at kps 	None
1129677753312325632	airtel how many times do i have to verify my number why did i even waste my time verifying it just woke up and my number was disconnected uhmmmm 	None
1129683308969807872	airtel please style up you told me to go verify my number and i went to your offices with my orginal national id and when i tried to verify it it kept saying error with the attendant now you have blocked my main line work on your glitches stop taking us for fools 	None
1129694160733310976	airtel resolved my out of service number is back into service 	None
1129694221110272000	airtel resolved my out of service number is back into service 	None
1129700068393660421	but airtel why lie about internet all over uganda are you trying to say my home is outside uganda thinking cant believe am going to lose a whole k bse your internet is terrible 	None
1129705466479689730	ssmusoke airtel you need to verify that the line is in service i was having challenges with airtelmoney till i realized my line had been switched offdeactivated 	None
1129711544474976257	airtel did reregister of mine no at accacia mall on th may but today line was blocked had to go to acacia mall again this is real inconvenience to us they said it is system error airtel u need to rectify your issues instead of making people run to u again 	None
1129735278619439104	fade up with this ki airtel money network 	None
1129735618727165952	so airtel internet users should literally complain to mtn for its slowest internet connectivity joy 	None
1129753143489769472	airtel what the fuck is wrong with your g internet 	None
1129766855726510080	airtel ur network sucks oba temukyilaba wonder you praise self that ur on g yet ur on g 	Negative
1129768096300969985	airtel what happened to the gb am supposed to get after upgrading thinking 	None
1129808009796956160	dianeotz airtel that network sucks 	Negative
1129809914170421249	your internet is exceptionally slow you cant even download a pic of kbs god why do you even have data bundles airtel very annoying 	None
1129840346110857217	airtel thanks for the services your internet is supper fast am not your brand ambassador but i have to tell all ugandan to try this smart phone network 	None
1129977156237451264	airtel still waiting on your response its actually been hours now 	None
1130029657376677888	omulungihawt airtel this is so true and so disgusting given you are all braging about g yet you antennas can not sustain connectivity 	Negative
1130033255670046720	but airtel your internet is too slow its annoying pout 	None
1130062824624001024	airtel lately your internet is so annoying pout 	None
1130075774638329856	man airtel g network is the fastest ever man uses it to try sending a message to someone in the next room also man 	Positive
1130107540765859840	airtel thanx airtel ug u rectified my problem 	None
1130114407000891394	airtel i just made a second call and got charged thrice whats up 	None
1130142881539211264	airtel it says my airtel number has been blocked and i should go to the nearest airtel shop to verify with my nin which i have done twice now but in vain i cant even call customer help line 	None
1130178111746859009	susannambejja airtel mine is shittier 	None
1130186579945906177	airtel my internet is down since saturday morning today called but wasnt helped 	None
1130189676847992833	airtel what happened to the so called g network 	Negative
1130215080195440641	airtel paid ott but its not working 	None
1130337415648940033	is it airtel that is slow or because someone can type for minutes on whatsapp and when u receive the message its just an okay joy real disappointment rofl 	None
1130341781290323968	safeboda i topped up my credit yesterday at around pmmy airtel mobile money confirmed that i had paid to your beyonic system its amstill nothing on my credit account whos fooling who im already late for work confused triumph pout angry imp 	None
1130345728558141440	airtel am inquiring what is going on with the network and internet 	Negative
1130351458858262530	airtel am in mbarara the internet inparticular the g is off that rendars my data useless 	None
1130380133464981507	airtel so u decided to chew ma money without a service or its making profit that you will reward me eeeeeeh guys now weeks u dont care about ua clients or its habit 	None
1130381594601099265	airtel stop stealing from us thank you 	None
1130421608617840640	airtel meu transaction was done to my airtel line but it hasnt reflected ps phone with airtel line cant take screenshots 	None
1130426990308331522	airtel but seriously i subscribed to gbs yesterday night and by now have zero mbs lefthow do u explain such a thing 	None
1130434214216830976	airtel okay someone shared airtime with me meu but its not reflecting on my airtime balance yet the confirmatory msgs have been received by both me and my colleague unfortunately i dont have screenshots for the msgs since my airtel phone cant take screenshots 	None
1130455093780852739	is contributing to the ease of doing business in uganda by simplifying payment of taxes especially for the informal sector for those in this sector the hustle of paying taxes in long queues in banking halls is now a thing of the past uracg airtel 	None
1130473177270882304	airtel lets see who looses at the end coz am going to get a new line and for you are going to make a loss 	None
1130473307164356608	airtel i am still awaiting action on this i have not gotten any assistance and or explanation 	None
1130473824997314567	have to give credit where its due airtel internet is superb today 	None
1130474596375891968	airtel g network has improved significantly recently in kira kudos 	None
1130474787623645184	airtel mugenda kunoonya abasasuula the good thing my contact s are backed up on my google account 	None
1130477530492882945	airtel thanks for the mb i have no idea where it came from 	None
1130478536370905090	meanwhile airtel still shamelessly cheesy thumping about g and fast speeds even a google search cant load joy 	None
1130478746048368640	airtel i swapped my line to g and i have never received my gb i was told to receive 	None
1130512131571499010	today is my first day i used mobile data since february airtel thanks for the experience i had today with your g power otherwise it has always been liquid telecom and hotspots 	None
1130518134199398400	airtel if theres one thing i should applaud you about today theres nothing other than your internet today it has been really fast 	None
1130527822689312770	airtel made a payment bt it hasnt reflected for hrs nw 	None
1130538920024977410	airtel but guys seriously what is wrong with the internet 	None
1130684596629266432	airtel airtel facewithheadbandage i bought monthly gb on wednesday last week have been using whatsapp and twitterto save guys its not even a week and have used of my monthly data am sorry pham but am actually tired and resorting to try other lines 	None
1130743046566555648	airtel check the dm i sent you two weeks ago same problems still no solution 	None
1130747847417245696	airtel i am sure some else has already seen this but option is ineffectual i can get gb for k by combining amp instead of k for gb its just inconveniencing 	None
1130763331986427904	airtel u guys do u really give gb for three days of just mbsthe thing runs fast 	None
1130775639039139842	airtel what is going on with the network it keeps going off several times a day sometimes for hours at a time i even upgraded to the g sim and no improvement im about to give up and change providers 	Negative
1130825695578472448	airtel the rates of airtel becoming more affordable 	None
1130825965838450688	airtel hi team i have sent money from my mtn to airtel and transactions went through but the recipient has not yet received the money even when she checks her account balance to k and k will be glad if u handle asap 	None
1130830037991731200	duxwabuyi airtel imagine i have called mtn and they said it went trough and when i called airtel they said it failed on my phone it was deducted now who is fooling who i want my money back 	None
1130891846652026883	beewol dont botheri did it and the airtel internet speed got worse i cant even watch vids on youtube cant attach peacefully on email kwegamba i regret even 	None
1130902900094509056	airtel still nothing on sob but why do i have to go through all this pain yet my money was deducted and i was charged and taxed mtn says transaction went through and airtel says transaction failed now who is fooling who 	None
1130921516588310529	been calling mtn customer care since morning and no one is picking up anyone with their airtel line so i call on that maybe they will pick up 	None
1130941810212261889	tried using airtel data for a week for work and i must say they are fast at chewing data bundles unamused airtel 	None
1130944206854340609	airtel have you also started thugging our data just like some telco i abandoned what sort of magic makes an entire bundle to disappear into thin air after idling offline for a few minutes im on linux so that shot of background usage is no excuse without running downloads 	None
1131020459963768832	airtel thanks for the free data you gave me i have done eveverything i can to use it up but it still stands 	None
1131031036153028609	airtel please check your dm my data didnt carry forward despite buying the same bundle before expiry respond before i brand you as fraudsters 	None
1131078830884577280	airtel fkuteesa you chew datai should opt for africelli cant put up with you people slightlyfrowningface 	None
1131103305407639552	airtel mukembosamuel whats wrong with network 	None
1131122164005036032	airtel i need to upgrade to g and everytime i walk into one of your shop the response is we have no network mutelezemu ba chali bange otherwise nice time 	None
1131129038783823873	am the only one with buffering airtel internet as though a vpn with clogged servers 	None
1131149139654402050	airtel kindly check on your network around kalangala main island its very unstable and is inconveniencing work thank you 	None
1131181027928494080	airtel guys your internet has real issues imagine i had to log on using another network to get my complaint across it lags doesnt load and definitely cant play videos without refreshing am aggrieved 	Negative
1131202347076657152	kuods to airtel for being the st mobile network in africa to publish a map of their towers following the example of their parent company because you have a lot to say and we have nothing to hide 	None
1131236823366348801	airtel please your network is poor 	None
1131241448660193280	airtel we have no g internet in aloi town council in alebtong district we only have g yet you keep telling us that g is every where from my screenshot you can see that i set the airtel line to ltegg and the received network is g 	Negative
1131250984666173440	so airtel why is the internet network acting shady lately 	Negative
1131257364290646017	please airtel the bundles are too expensive u made us upgrade to g and stil we get bullshit for our money ur networks are so poor 	None
1131258910353104897	gordonmoguljb airtel but i cant using all those they actually know whats wrong with the internet let them not act smart 	Negative
1131260405156913153	dear airtel if your in debts please let us your beloved clients know such that we can fundraise to your cause in peace mpola other than being cheated in the disguise of g network small small whatsapp dms and scrolling through tweeter mbu my mbs are done pout 	Negative
1131264109553627139	airtel what did you do to our pakalast bundle k is now useless 	None
1131268916683190272	airtel thank you airtel 	None
1131273415841714178	airtel ive seen the reward youve gave me as a result of being a good customer you decided to increase my voice and data charges and ive decided to stop henceforth any recharge activity until when the situation will normalise good luck 	Negative
1131274855821860865	jgongsoft airtel haha the only g network 	Positive
1131276446532603904	jgongsoft airtel its equally terrible here yet am stay near to their mulongoti 	None
1131297933729513472	mcbrayk airtel i once was just on twitter and whatsapp mbz were done in just hours 	Negative
1131299404319731712	iamraheem airtel mtn is the bestbeen using vpn on social media with less than mbs the whole dayairtel steals data 	Negative
1131305814101307401	airtel please work on your g ehh the suffering is too much at this rate i prefer the previous g kyaba tooo muchi have to look for network in bukoto 	Negative
1131402705166114816	airtel yes why is it that the more you consistently use them the more the charges shoot up 	Negative
1131433085139132416	airtel guys you cheat on datayour gb for three days is fake u give mbs instead 	Negative
1131438744282763265	airtel promised gb free data for all who upgrade their sim cards to g but ever since i upgraded nothingwas this just a bait for us to upgrade our simcards to g next time please just strainght away tell us to do it instead of lying to us airtel ugandamediacent 	None
1131444446984323072	airtel yet mtn gaaga is jus k for gb and even faster than bullet 	Negative
1131461248938336256	airtel if by now you dont know about speed issues then you dont deserve my dm 	Negative
1131468237135331328	i need a soundtrack to my breakup with airtel what an abusive relationship this has been 	None
1131474705419067393	airtel very slow internet the signal bars keep skipping for a long time 	Negative
1131486284013289472	awesome thank you airtel 	None
1131490830039027713	airtel gb on my line and i cant access internet without paying ott wait a minute is ott for social media or for internet browsing this is theft 	Negative
1131501625170944000	airtel that money is not reflecting in that mtn numbers account thats the issue whats the problem 	None
1131501992776523777	airtel simply sites cant load until i buy ott often times social media is not my priority i just want to browse the internet and so sad that i cant access even my emails very disappointing 	Negative
1131503346756591616	airtel told u i cant access any site now u want sites that i can access 	Negative
1131511429767553025	airtel your internet is the slowest in the country 	Negative
1131553661916778496	dear airtel this looks like a good deal but given your speeds of late it looks like a gb depression period 	Negative
1131555379429629952	airtel waaa we know u guys airtel u make me wait up all week for gb unamused 	Negative
1131561801597038593	airtel with freaking network 	None
1131564501424381952	airtel but work on your network please my data these days expires when half used because your internet rarely works 	Negative
1131583229084012544	airtel you guys have the worst internet connection i constantly need to restart my device to have network access frowningface 	Negative
1131583695415128064	airtel so your trick is give out alot of data and give people very bad network so they cant use it freaky friday is fraud frowningface 	Negative
1131585039454613504	airtel g is fraud i cant have my country frustrating me and my internet connection too airtel 	Negative
1131592023562227713	airtel your network is terrible it feels like edge these days i need to turn data on and off repeatedly to get anything whats going on 	Negative
1131611137341054976	airtel whats wrong with ur g internet i bought the gb bundle and so far i have managed to use just gb because if your poor internet am in kampala but its terrible this isnt worth my money 	Negative
1131611568263901186	dear airtel your g network sucks here in luwero am taking mins to reply a message whats this angry 	Negative
1131634809716002821	airtel i subscribed last week en used only mbs becoz network is bs i dont thnk i will go foe that this week 	None
1131639653763768321	airtel internet is overrated 	Negative
1131642014867644421	airtel first improve your network its shitty 	None
1131649775688912896	airtel your network is poor in every which way especially the internet try masts or something 	Negative
1131771745441132544	airtel every time i send airtel money to an mtn number its deducted but never gets to the intended recipient recently i sent k from my airtel to my mtn and the same thing happened how can i ever get my money back if at all 	None
1131773000288788480	airtel your minutes are useless because u chop them at a rate of mins per normal minute so those so called minutes in essence are only mins so stop fooling ugandans with minutes coz u chop them so fast thuggery 	None
1131781255484379136	airtel the million dollar question to ask is will your network be up this weekend was off for the last two with no feedback or support responses 	None
1131815851190030336	airtel whats up with your customer service im asking for information amp instead of answers your person is giving me links to visit 	None
1131828658203758592	goodmorning airtel your internet is crap our money what isp has good internet these days 	Positive
1131836154779709440	airtel your g has the worst network on planet earth dont know how it is on other planets 	Negative
1131841863474995201	airtel first concentrate on improving your nerwork 	None
1131852044938219520	dear airtel it is unfair of you to charge me for a data bundle but fail to give me access to the internet btw this is not the first time who grew you 	Negative
1131859244612038656	airtel pleaseeeee make this freaky friday gb worth while i am still hesitant to buy your network has been shitty of late if youre giving us internet pls also make it fast oba you just stop with the offers ndimunyivu expressionless 	Negative
1131859575727153152	airtel how will gb help me if the internet is so slow i can barely tweet in peace because of your slow internet 	Negative
1131862352381513734	timothywairama airtel olaba i be at airtel service center and the network cant load evn an image of kb i doubt these guys use airtel internet 	Negative
1131873135362543617	airtel just because your gb expires in days doesnt mean your network should be trash mtn if you could extend your gb data to expire in atleast days youd drive airtel out of the market for good but u r also fake amp rigid 	None
1131888197334704129	airtel internet is an exercise in patience otherwise the frustration might give you an aneurysm 	Negative
1131902508710993920	airtel hi please do something about your internet performance its frustrating 	Negative
1131905507436974082	airtel you really want me to load more airtime so you make it more expensive joy 	None
1131911501994954753	airtel ur network is not helping 	None
1131930527190200321	airtel its very slow its once in a while the g crosses to the g but either way its very slow everywhere i go 	Negative
1131954538385235968	airtel please explain how of gb is gb angry pout airtel this theft should stop besides the way your data is flying like a rocket on the th its when i got gb 	Negative
1131955622029791234	airtel mdairtelug my last time i posted about airtel service i was too bitter coz of the power network around mukono kaviri today i can confirm that the issue has been fully worked on and the network is so clear you can call and use internet with ease thanks to airtel 	Positive
1131972848069873665	airtel i loaded gb and two hours later i still havent been able to get online im using wifi to type this 	Negative
1131982292723875844	trying to find sense in airtelugs internet network this evening stuff cant connect at all 	None
1131986643303448577	airtel i had an airtel attendant capture my information herself weeks ago for like the th time and you have the audacity to tell me you dont have my data this is a new level of unprofessionalism i just loaded gb and dont have data wtf 	None
1132014950413676544	airtel g what a scum 	Negative
1132170003539738624	airtel help me understand what you rili mean when you say that my case will be resolved in hrs bt its the same shit for a week 	None
1132172131238862848	airtel very unethical how dare you charge me for a service i never subscribed for called the toll free ampwas told off really you have received mins for days for calls to usa amp asia amp charged for more offers dial and select an international bundle now 	None
1132192321364213760	dear airtel your internet network is very slow 	None
1132218980230414337	airtel first improve your network 	None
1132330148534071298	you need a vpn to jumpstart airtelugs internet thinking 	Negative
1132333151697526784	but airtel buffering in this day and age am losing my patience with your slow internet 	Negative
1132361929169752065	airtel your network sks really you buy mbs but the phone keeps roaming just 	None
1132402398872391680	airtel fvck this g shit of yours just in kla butyour internet is soooo shitty thanx to mtn for saving the day always keep it up smart boys 	None
1132547877857898497	horsechokah airtel man there data is so expensive 	None
1132556998367698944	hey airtel its almost a month since i quit your data services i believeam now healing from the trauma u put me through thats all joy 	None
1132579896994213888	airtel thats what you always say mbu give us number we should contact apart from urs mbu ela our team is working on it ate one day ur customer care helper told us to change network if we cant wait but its been years now twogelela ku bugging 	None
1132586247665463296	airtel msg you have received from new balance is transaction number this transaction was made last week on tuesdayhowever i never received the money 	None
1132672556736110602	but airtel with expensive offers if its an offer let it be gb at valid for a month days is not an offer but just another form of high profit business thank you 	None
1132677398548422657	am now like speechless coz the data loss with airtel is at its peak i think they r trying to frustrate some people who still have so called g discards they want them to upgrade but at a cost 	None
1132698921174568960	but airtel what do you do to your internet link after pm skull 	None
1132702762549043200	airtel i have an issue with the new pakalast bundles im wondering is it some sort of a timely promotionor those bundles r annoyingly weird 	Negative
1132705155466629120	airtel my gb of data meant for days gets done with in one day whats happening 	None
1132710450985078790	airtel what happened to your internet nowdays it sucks 	None
1132713094411620352	i went to get a g airtel sim and it never started working and then the weekend happened and now i lost it now i have to go wait in line again hope this will even work sob 	None
1132731367429742592	airtel with this poor internet of yours its like youre intending to limit consumers from maximising the data 	None
1132731923456057344	realjarvo airtel man this airtel net is a problem everywhere be it g or edge thing cant load stuff fast 	None
1132738819126628359	samxoncj airtel very bogus internet bruh 	None
1132740269684740097	tempahyah airtel joy airtel has done this to fool people into buying large bundles and being unable to use them due to poor net its terrible my mtn is always available i even got africell as well 	None
1132750124566949890	so g is the current biggest scam in ug mtn ne airtel mmmmtttccxhhheeewww yiveni 	Negative
1133613501254123520	airtel there is a problem with your airtel money android app first i can not pay utility bills it advises using short codes what went wrong that is going backwards instead of progressing secondly once i select a contact from my phonebook to send mobile money the app crashes 	None
1133645777023242240	cell number bought and registered two weeks ago cant even call what the hell is going on with airtel 	None
1133656790317580288	airtel when i try to call it says theres a with my account 	None
1133658205224091648	aaronacuda airtel mbs cant download a mb whatsapp video 	None
1133667659936088064	airtel this whole thing is a lie give me back my g sim 	None
1133671665068650496	i paid my weekly ott to airtel yesterday at pm it came through at about am this morning twabakola ki bayindi mwe 	None
1133702971412365312	airtel says a company with poor g network 	None
1133738925581885441	airtel i cant use internet without ott and i have tried calling you several times but all you tell me is restarting my phone and activating airplane mode and you telling me to take my phone to your service centers my phone has no problem as mtn works fine 	None
1133750083902693376	airtel today was my first time to receive a satisfactory service from airtel ben kiwanuka service centre served by irene and other lady seated on her left with spects some credit to them 	None
1133777151172517888	airtel so you deliberately failed to solve the network problem in mbirizi lwengo i here everywhere we go but not were 	None
1133778673134391297	airtel airteltoday i received this massage that my complaint would be resolved by thyet up to now it is not resolved here is the screen shot of the massage i received 	None
1133784248484323330	airtel airtel people annoyl forgot my pin u call customer care number those idiots dont pick upmwstewww pissedwhat a bad network 	None
1133810462284550144	airtel g never ceases to disappoint 	None
1133816424923844608	airtel i think this will never worki have provided this information before but i havent witnessed any improvement you real hoodwinked us with this g 	None
1133829385092587522	dear ucc uccofficial how long should a service provider take to acknowledge a customers complaint raised through their official complaint channel airtel seem to choose to do nothing about our complaints airtel 	None
1133878007746236417	but mtn were all friends so mbs at ugandan shillings or happening soon or youre okay with us keeping on suffering on that airtel network seriously were all buddies here even that share internet thing yetaaga gyi kwaata mu a little bit 	Negative
1133992868593487872	airtel fuck i want my money now pout 	None
1134008586001158145	airtel mwana mwebelelemu the way u consume data z abnormal lyk day i hv subsribed a certain amount of data bt be i started using itur already telling me dat i hv already used so airtel check ur services or else ur loosing clients thank you 	None
1134040921866031104	airtel hello there i seek explanations for what i have been experiencing for the last two weeks my internet connection will be on h but i have no internet connection access whatsoever move round the country but still experiencing the same problem always on and off 	None
1134091384577765377	uve got this whole volume but i cant use it what went wrong airtel 	None
1134123889251033095	airtel y is the network so slow 	None
1134131890762452993	airtel the process of activating your routers data is painful bought one at acacia mall on st may was told it will take hrs to activate waited for days nothing worked i am stuck at acacia mall since pm up to now pm but nothing worse customer service 	None
1134143294269743105	airtel well done congs upon ignoring our small inquiries 	Negative
1134158450014007296	the way airtel chews data raisedhands africell i need a new simcard u blocked my old one confused 	None
1134166270658646016	airtel at airtel ug airtel airteeeeeel how many times have i called you unamused 	Negative
1134168807306596352	airtel your network smirk confounded hw can i take hrs offline 	None
1134175985816002566	banange am hear enjoying free things joy rofl airtel engabudde 	Positive
1134203563197042688	airtel kindly help me promote kennedy for being a good customer attendant your my hero okhand 	None
1134327491559079936	airtel you disconnect my line days after reverification my line is still blocked am a very dissatisfied customer 	None
1134337150219108352	airtel with the way u chew our data am even afraid of leaving tje line in my phone joy 	None
1134359878036787200	airtel thank you 	Positive
1134361687052705792	i didnt know how much had missed outafricellug gives the real meaning of divorcing airtel 	Negative
1134372507316654080	airtel kakatshozi bigger bundle en better internet not this crap ov lavish g commercials when the actual internet is a fake as the central african republic 	None
1134372994518790149	hmmm airtel how can you give us only gb for this long weekend we are about to have how why do you hate us that much what did we ever do to you youre making us look bad to the other people with africell 	None
1134373578240143360	airtel airtel im still waiting for you to unblock my sim i dmed you the number already 	None
1134397473206784000	airtel thank you very much 	Positive
1134452851206512640	everytime i loads my airtime it disappear without my concern airtel i kindly request for your rectification 	None
1134459901609070593	i dont know why but whenever i call the service toll free no of airtel ts edith who answers my call but ok we shall see 	None
1134681328996225026	airtel giving us mob data didnt mean you reduce the speed to a snail speed this is so annoying some of us are rethinking our options 	None
1134707081108434945	airtel honestly im wondering how on earth i ended up being in someone elses name yet im another person for now weeks but when ever i call the process is in the que after even three times visiting your scs airtel no 	None
1134747028918067201	hello airtel why is my number unable to make calls and keeps asking that i have to register it i have done the registration multiple times before this is getting frustrating 	None
1134880055648276480	julianoluckyj airtel but network is terrible in my room 	None
1134889092662136839	so people of airtel are telling us they have g network laughable this speed is terrible just here in kampal 	None
1134897105947025415	airtel whats wrong with your network here ready to live stream the ucl final but its not loading 	None
1134906618104221696	guys airtel please sort your shitty network 	None
1134911389078892549	airtel why dont you improve yr network tired 	None
1134912496022822913	airtel we cant even live stream a match improve your internet services please otherwise we pay for substandard service at a big cost consider satisfaction to clients no be greedy for only profits 	None
1135088361025261568	airtel the number is already dmd but i dont think its just my number every one is complaining about a slow internet ever since you doubled the quantity of the data you give out these days 	None
1135139595732082688	airtel mwebelelemu i couldnt even stream seconds of the damnyou 	None
1135140001493200896	fabsumy your airtel people blocked my number a sim card have had for over yrs which l registered when l got my national id the sim card is in my names anyway its been a pleasure 	None
1135152336412782592	hi airtel i just need to understand what i hve used my gb bundle of data for your automated team to inform how its about to lapse mark you i loaded this data today at pm dont be bringing back anger you guys stole my k i ignored not my data thank you 	None
1135177868043083780	eugenegena airtel i feel your pain girl mbs of mtn take me the whole day airtel gb barely lasts hours customer care tells me my phone is updating 	None
1135184121674829824	we unanimously agree that airtel g is terrible so i ask which network has the best g connectivity 	None
1135247748909977600	airtel is it only me or have received more feedback that your g is not working 	None
1135251197567426560	sometimes whats wrong with airtel data u a gb after minutes its gb u wonder where the mb have gone airtel am really tired 	None
1135259730929160192	airtel why isnt my g line not working since friday and am currently using the g one thinking explain this to me 	None
1135265285932494849	loads mtn mb data bundle opens whatsapp and minutes later data bundle at goes to airtel and loads mb data bundle opens whatsapp and hrs minutes later data balance mb kati i think its time to switch things up 	None
1135292367597199360	hello june thank you airtel for this offer joy 	None
1135392806460174336	airtel kindly revise your internet packages i always buy gb for days at k and these days it doesnt even last one day and i dnt really do anything outside what i was doing before feel ko for your clients 	None
